"bin","G05_1_A","G05_1_B","G05_1_C","G05_1_D","G05_1_E","G05_1_F","G05_2_A","G05_2_B","G05_2_C","G05_2_D","G05_2_E","G05_2_F","G05_3_A","G05_3_B","G05_3_C","G05_3_D","G05_3_E","G05_3_F","G05_4_B","G05_4_C","G05_4_D","G05_4_E","G05_4_F","G05_5_A","G05_5_B","G05_5_C","G05_5_D","G05_5_E","G05_5_F","G05_6_A","G05_6_B","G05_6_C","G05_6_D","G05_6_E","G05_6_F","G05_7_A","G05_7_B","G05_7_C","G10_1_A","G10_1_B","G10_1_C","G10_1_D","G10_1_E","G10_1_F","G10_2_A","G10_2_B","G10_2_C","G10_2_D","G10_2_E","G10_2_F","G10_3_A","G10_3_B","G10_3_C","G10_3_D","G10_3_E","G10_3_F","G10_4_A","G10_4_B","G10_4_C","G10_4_D","G10_4_E","G10_4_F","G10_5_A","G10_5_B","G10_5_C","G10_5_D","G10_5_E","G10_5_F","G10_6_A","G10_6_B","G10_6_C","G10_6_D","G10_6_E","G10_6_F","G10_7_B","G10_7_C","G10_7_E","G10_7_F","MES_1_C","MES_1_E","MES_2_A","MES_2_B","MES_2_C","MES_2_D","MES_2_E","MES_2_F","MES_3_A","MES_3_B","MES_3_C","MES_3_D","MES_3_F","MES_4_A","MES_4_B","MES_4_C","MES_4_F","MES_5_A","MES_5_B","MES_5_C","MES_5_D","MES_5_E","MES_5_F","MES_6_A","MES_6_B","MES_6_C","MES_6_D","MES_6_E","MES_7_A","MES_7_B","MES_7_C","MES_7_D","MES_7_E","MES_7_F","pH10_1_A","pH10_1_C","pH10_1_D","pH10_1_E","pH10_1_F","pH10_2_A","pH10_2_B","pH10_2_C","pH10_2_D","pH10_2_E","pH10_2_F","pH10_3_C","pH10_3_F","pH10_4_F","pH10_5_A","pH10_5_B","pH10_5_C","pH10_5_D","pH10_5_E","pH10_5_F","pH10_6_A","pH10_6_B","pH10_6_C","pH10_6_E","pH10_6_F","pH10_7_B","pH10_7_C","pH10_7_D","pH10_7_E","pH10_7_F","pH6_1_A","pH6_1_B","pH6_1_C","pH6_1_D","pH6_1_E","pH6_1_F","pH6_2_A","pH6_2_B","pH6_2_C","pH6_2_D","pH6_2_E","pH6_2_F","pH6_3_A","pH6_3_B","pH6_3_C","pH6_3_D","pH6_3_E","pH6_3_F","pH6_4_B","pH6_4_C","pH6_4_E","pH6_4_F","pH6_5_A","pH6_5_B","pH6_5_C","pH6_5_D","pH6_5_E","pH6_5_F","pH6_6_A","pH6_6_B","pH6_6_C","pH6_6_D","pH6_6_E","pH6_6_F","pH6_7_A","pH6_7_B","pH6_7_C","pH6_7_D","pH6_7_F","pH8_1_B","pH8_1_C","pH8_1_D","pH8_1_E","pH8_1_F","pH8_2_A","pH8_2_B","pH8_2_C","pH8_2_D","pH8_2_E","pH8_2_F","pH8_3_A","pH8_3_D","pH8_3_E","pH8_3_F","pH8_4_B","pH8_4_C","pH8_4_E","pH8_4_F","pH8_5_A","pH8_5_B","pH8_5_C","pH8_5_D","pH8_5_E","pH8_5_F","pH8_6_A","pH8_6_B","pH8_6_C","pH8_6_D","pH8_6_E","pH8_6_F","pH8_7_A","pH8_7_B","pH8_7_C","pH8_7_D","pH8_7_F"
"pH10_1_E_cluster_DBSCAN_round2_19",2669,2260,2715,3779,6414,8376,10949,7467,15663,10264,115242,28796,31584,18916,11639,22945,338022,553331,69023,4944,144274,149122,87792,82826,65068,4585,139066,96565,50873,18080,52958,149544,109944,134733,28577,4355,3455,30751,1871,1736,1383,4234,1139,714,9217,8275,23686,8041,65324,35026,21026,7259,7124,14911,14716,87283,4919,4014,2644,6312,26430,4175,10401,19740,1658,27975,88748,4629,4342,132293,4176,65729,136974,3418,34815,16701,53706,26796,3198,2565,6923,11008,3388,10081,4172,66328,36917,54729,3442,284326,464362,69836,35719,5573,42586,89928,110192,72935,147495,61961,46947,46469,42874,89137,80410,45774,89638,47747,41925,55976,11865,1734,117787,60484,67609,51059,57531,91915,96777,122073,118552,144416,95408,64833,69228,32364,120524,57309,95039,38110,220664,95406,18603,7030,15970,26458,7559,14591,13179,10635,19963,13729,17413,7172,12600,4282,3690,1157,100835,46271,28705,50784,14721,41879,262158,151054,175488,177701,121665,147645,42100,64922,185708,31062,153492,30357,16358,100336,54671,79959,28447,50292,26889,48032,28712,44002,7536,5891,6851,4864,8345,119824,103142,26906,20810,14574,504064,763853,257785,48425,51663,106221,20585,27152,27355,54175,72112,42096,93763,24516,138982,71519,43429,68735,453054,311018,46971,21570,13386,17814,15988,7056,40351,10297,13906,12231,14470
"pH10_1_E_cluster_DBSCAN_round2_2",7883,10409,9392,34663,24416,36344,10319,12092,29871,40534,656014,70765,15938,39755,12342,81748,139966,145797,561386,26208,267794,109162,187172,99053,60690,67844,100669,138826,118828,57974,66803,320028,212279,142969,218824,35920,18318,122713,12335,20812,12939,22662,9261,6157,17269,16085,41135,20651,120314,77881,18508,9181,15871,25571,74510,19282,12655,6111,2830,14937,36947,21059,101975,27334,6638,125603,21614,43693,102190,141288,6913,62561,32547,37260,126868,325462,32014,91346,11487,9001,11641,55377,8562,58123,29198,301543,178848,294160,15299,134555,67451,643264,247968,50738,419693,216803,495797,348604,394552,300281,196142,227952,255673,648050,558371,302851,390001,238774,421133,341720,250568,8953,280024,174146,204009,206852,184817,307893,427825,311207,295915,571503,241924,169438,222217,158058,420014,391087,267115,359995,355221,296034,98354,181298,180216,235467,185724,348406,411946,126463,449671,185488,17748,10724,25178,8973,12205,4707,136894,344074,124545,222352,111993,199176,98147,216588,175634,139518,202956,138234,130451,131496,139117,71909,155459,261285,189848,131871,87792,79362,228290,166583,93705,207279,144717,107885,179835,69424,141083,149347,88797,541010,318587,122213,45532,80726,94466,200782,257852,160669,70149,277015,151506,150801,140284,196951,224476,172528,112205,59435,203027,195251,140280,148022,103117,160063,122305,141861,126370,164674,78211,109793,491761,364002,748886,141857,223225
"pH10_2_A_cluster_DBSCAN_round2_4",3643,3733,7436,4790,12544,13540,10342,11166,39863,11324,44429,16332,15103,17154,28792,18300,348282,709240,37859,4448,90751,183144,144838,49671,70984,5458,245555,172784,99305,46522,146711,63830,263144,305576,103510,15728,9310,53376,2787,3605,4334,5621,1768,1571,13232,16425,67926,16124,116881,24375,50833,14415,19373,31099,23095,80393,23367,2187,6152,6635,25060,17179,11729,6878,6080,14637,102847,22231,63906,103018,4591,72305,227554,38833,51387,9986,147749,56010,8791,2441,6537,17142,3432,11686,11815,181392,28722,41699,3249,324083,411976,37784,18298,8582,72366,107807,99950,7097,233256,41735,55992,78170,47044,44594,89261,92382,137580,23337,46183,51064,15992,611,76330,26809,29378,43559,28708,167407,553542,97503,81733,79936,57184,137361,109076,120097,3580142,1954473,842599,378865,1613495,570752,465697,128265,306910,202000,75200,364079,417352,236152,390596,199537,23937,5152,2705,5805,3247,1584,170845,51928,8143,36209,10495,15480,695553,338914,162465,262829,150994,132142,244445,137253,752598,100711,1246226,203982,100680,463649,218952,358503,428404,415825,143207,429188,221067,288275,88969,46862,57809,56681,66055,43675,21666,16008,7197,7644,890379,1532730,140011,14181,9442,25517,43858,34164,18056,68744,496504,163688,211409,66984,1282007,725304,253226,523744,2394454,2294317,452153,283184,124065,134989,75720,48075,784221,260084,252945,130637,175917
"pH10_2_A_cluster_DBSCAN_round6_5",1650,1409,2212,2023,3899,3495,6751,5896,11404,5464,31463,10295,9936,7256,8770,6130,129264,196257,14872,1823,29074,63109,30630,14622,16732,1975,48337,40248,19328,5864,20636,32613,43829,68796,14814,1484,1143,7711,1295,1675,1109,3427,1157,711,6946,6336,13996,5875,33721,10650,12230,5992,5035,7984,5501,25538,2175,1268,1389,2407,9459,4850,3003,3761,1050,5717,34851,5118,13077,38227,1246,21223,57617,10387,11043,4089,30060,11894,1881,1173,3030,5522,1105,3734,3809,48226,16706,26679,1525,353819,371310,35648,17205,4152,33561,40423,36239,22415,82936,39734,22868,25237,18395,37383,35866,48465,46293,13885,18809,22933,7721,715,29487,22703,27783,31556,26977,85593,76557,83289,142610,127103,85715,45166,43280,21080,263082,155378,134186,51487,294770,110859,35812,13198,30629,30479,8405,28804,23277,19798,24759,16823,6866,2505,2317,1741,1341,407,44614,11957,5303,10794,5082,8106,129446,66614,47112,53774,39406,46691,25656,22323,120229,17565,106674,15739,8251,52213,28332,48657,21857,31864,14613,32453,24526,32894,3437,3492,3410,2871,4945,25561,18567,4755,5301,3742,259178,423808,58191,9112,20496,19381,7474,10489,8119,20350,63851,25598,55295,10127,104631,56114,27325,50764,360142,278479,54762,19763,9665,9944,10992,3996,34029,9915,13592,7577,9602
"pH10_4_D_cluster_DBSCAN_round1_1",2216,2349,1157,2698,15143,13786,11971,9084,13541,12766,83052,27204,29244,20770,9674,19341,207408,240881,64666,5504,161141,304177,118695,79708,76431,19257,108614,93920,58140,75499,101074,217287,289417,209411,131018,25340,22930,129793,1053,1570,1505,2865,1937,822,9772,7098,31786,6891,119806,51975,22004,5710,9676,55558,52180,82458,9671,3919,4600,7281,33944,23104,15516,19244,3493,29597,147804,27776,63085,103448,3297,68528,242636,34782,84560,14735,212074,81637,1690,9040,11521,20468,6030,12150,8436,133176,21240,42258,4939,298455,237215,60659,30702,7153,40865,40178,53417,24554,87241,22765,18307,49678,23882,57443,60695,81617,88952,19104,51748,42560,10900,629,269692,143597,41439,167038,50199,68366,152743,157307,179348,178113,185771,93875,78355,83998,687171,520179,222628,102691,242169,145728,230756,49844,279081,95469,37645,44174,78332,55006,38245,78338,13715,8272,7052,5664,3573,1411,55912,21617,11250,40403,8126,15152,110247,219908,58964,101472,61836,39175,92316,110919,193334,45696,154396,88606,60763,79919,28645,72505,166826,72074,69206,119520,117827,69857,36344,16940,53800,29272,52526,35392,28655,10557,14899,18009,288853,241596,172056,24019,21744,35254,115350,91978,32808,55265,166166,165552,92605,69225,232619,201822,158296,103473,324574,196143,221588,148642,117982,100598,69628,47783,172108,38046,141198,76882,69078
"pH10_6_A_cluster_DBSCAN_round525_32",2200,2590,2595,2737,5100,5197,6919,6936,8464,12603,16288,13934,8409,5680,6280,5093,15671,17816,4640,3537,5994,5455,4740,4896,6135,4221,7375,4985,3522,1836,4493,10331,12027,9476,5241,467,614,3697,1595,4859,2990,7449,4235,1905,7320,7292,10293,9083,21116,13588,6435,4202,4918,5256,2731,2616,2639,2863,1903,4713,5509,4756,2243,2889,1847,2710,3998,3926,6469,9567,2804,5920,8958,3262,6647,3056,6459,3051,2749,4241,2994,4297,2657,3457,1830,26857,6982,5901,2160,9764,7637,4936,2960,3253,2464,6201,7827,4798,6698,2041,2766,5477,2863,6431,6054,3006,6785,3087,3076,2886,844,44,12260,6874,2533,12241,3440,17926,11315,5507,3208,16727,2538,2619,1279,1416,83110,58570,10457,2608,31207,4174,17209,5375,11572,10280,913,5399,14426,5630,18560,8794,5230,2418,4007,3775,3706,808,4159,1585,1096,2625,3368,2062,7032,14081,4828,4352,4449,3871,5200,9304,7404,1766,14066,5418,4691,5788,3660,4847,23596,11386,7739,6924,11897,5948,3016,1256,5905,2252,3592,2602,3335,5563,8117,7700,9726,22952,8552,3331,3730,2615,852,1504,974,1930,5860,10375,3752,1907,13233,13159,10589,4849,37702,13715,7934,10073,9012,2827,3480,1681,26941,4679,16569,9016,4035
"pH10_6_C_cluster_DBSCAN_round2_10",1693216,1813969,1545080,3123245,914189,1025502,3884387,3422765,4891659,3107900,307070,1623554,1191863,1036244,3799010,874498,309796,87990,236679,646639,100572,28635,9132,107672,5442,492609,5251,2942,2336,10946,10184,159062,29250,13095,6785,1137,2729,17153,1697349,5330089,2573238,5498001,1881460,1454165,4623123,3525821,4871799,4509359,1843409,2302739,2933743,3324870,3988004,3438078,620770,439012,888156,390707,364497,554713,127478,316973,227811,279158,454208,132546,10884,144932,320404,11802,922670,40928,29868,53207,16273,215892,11047,9468,408517,419156,519599,525325,973461,534293,153999,2033085,284787,395588,356183,22791,16624,148144,70360,246489,21671,71615,198355,168810,75439,2466,4257,13099,4436,46130,16006,8055,38373,3708,10669,7812,3737,100,174703,170116,60156,353301,82561,174071,3897,39669,83329,96663,80262,2573,43047,391,16673,15607,6511,980,5324,2069,6834,355,3589,4204,527,557,447,1010,398,597,546033,251216,359975,412555,286022,132147,72544,56291,53763,130304,185560,149964,2837,5574,10324,74480,81543,45705,2836,6348,11014,2259,7247,1421,880,3961,1715,3483,2808,3503,5225,3353,4389,5007,1112,1017,1849,444,4467,66161,86593,983266,761172,1300005,16294,6182,157150,195534,185121,198525,5771,204676,77878,93687,2429,1501,1650,1390,13231,8415,7010,3741,31207,15283,11012,7971,1899,2653,4788,1096,5226,300,646,1123,729
"pH10_6_E_cluster_DBSCAN_round5_14",494568,550171,582335,524697,522583,659752,805697,915692,1921730,1014827,355198,464978,542063,381657,711230,347180,468768,652880,224035,223982,148986,179793,83429,67428,99023,194236,102713,116626,29070,13247,90474,174360,185345,234133,37593,5320,3859,42870,313851,1103946,503617,1482078,767080,451925,1924954,1660282,1487081,2056791,3958630,4278320,942670,636221,1067838,791835,189523,139143,775136,301969,264829,370278,122673,361882,178201,207767,485687,193638,197209,129991,138584,234810,395132,100086,423355,64172,28265,113105,102967,45162,409622,851249,937088,1161622,590387,925871,397471,3765575,1007872,866151,453889,861576,490203,627781,289610,451743,343755,890847,780142,500442,558265,299637,209811,461654,211184,475543,301288,452168,676585,248959,202711,352867,145244,14113,38313,23695,10008,27148,13491,23554,13101,25494,26620,13578,14005,12839,10543,4022,71113,49711,23078,4684,57829,10023,10434,612,6064,11162,773,734,850,2883,1003,1740,392770,142852,194376,269570,167433,85394,111422,86362,57350,178483,122945,126681,71036,35078,66494,88121,79900,59634,47592,34443,148470,26645,298651,33107,18376,77585,38410,88759,80305,91043,61910,71032,120087,88097,5027,12178,1060,874,18439,211492,144251,395913,298563,536072,235234,476510,142970,104698,130322,120079,2995,13572,14723,42803,53887,27617,28848,8173,276246,109917,107861,41725,581363,273629,277560,72697,13822,20612,24855,3457,121986,719,5884,5893,4536
"pH10_7_A_cluster_DBSCAN_round2_25",1756,1802,1907,1639,2263,2281,3678,3321,5209,4057,10273,4464,4862,3463,3412,3358,12462,13720,4320,1360,4916,4775,3778,3706,5166,4591,5047,3078,3190,1034,3049,6327,6464,6289,3387,162,151,2069,924,3111,1570,4959,2667,1650,5573,4853,9922,6067,19899,22924,4497,3425,4891,3322,2595,2410,2449,1719,1972,3292,3267,5790,2617,3519,1629,2716,3201,2937,2720,5473,2406,1959,6663,2854,1888,2292,2349,1993,1248,2388,2158,3005,1697,2977,1824,16527,5266,6481,1433,8894,6956,4370,2462,1829,2322,7391,9947,5850,7345,3933,3067,3973,3334,4589,4471,4148,6191,2940,2848,3633,1307,93,8980,6260,1562,5329,2267,15078,7028,8907,8297,11769,9323,3536,3764,2431,29544,22658,8884,4044,17711,8231,3649,869,2922,2646,983,2664,3098,2467,3295,3746,2711,1174,1533,1611,1325,418,3539,2392,1267,2710,1600,2379,5740,8543,4931,5495,5854,5287,2416,2450,5418,1849,8790,3373,2539,4216,2352,4221,5454,3970,2332,3311,3626,2547,842,488,1011,524,1018,2886,1932,2548,2847,3335,7664,11725,10535,2382,3171,5806,878,3434,1708,4025,5473,5236,4177,2161,11941,6160,5118,3814,30500,11532,5671,3516,2360,1673,1578,668,5817,1348,4218,1836,1243
"pH10_7_B_cluster_DBSCAN_round161_0",2744,1321,1977,3115,5753,5431,12314,9217,20626,9973,24318,18144,7929,5284,5412,8392,31008,40665,10220,7121,14693,25942,11709,6806,6580,7838,17495,16425,9982,5380,10199,13732,30000,28906,11730,1505,1044,13809,2014,4192,7972,5713,3145,1924,16104,12421,113634,12618,69924,19533,29773,5924,17405,19737,23783,15912,61826,4177,15205,12245,12309,7353,14272,6884,14165,7462,14623,8896,27726,21222,6978,14300,31326,14351,11729,28437,39176,18976,2567,4908,15625,14852,4625,27539,39032,342483,47996,31985,6488,37039,29218,20502,8824,24937,15086,17303,17975,9874,21590,14841,11518,11312,9003,12047,16507,19461,24516,10686,16379,24749,16412,872,5496,3848,2068,2474,2075,11401,17900,7658,10438,8607,6460,8706,3994,4532,69816,75604,20060,11526,39662,16008,21405,18600,31748,16480,7736,44331,48448,24439,46827,32279,4420,1791,1830,1416,1309,349,5313,3315,1442,5366,2833,3225,14982,17064,8251,10378,7339,7437,11807,7669,33425,5743,32265,12943,13043,18684,10469,13613,27780,18531,14736,21328,19811,14818,11739,6784,12263,8134,10225,5249,5483,3443,5710,4835,26535,42259,17670,5568,3776,5281,4056,4950,3976,5586,21561,26149,11051,4601,37046,28270,28573,17542,82900,54816,46881,28517,26721,11848,11727,6578,61043,25271,71342,21306,20967
"pH10_7_C_cluster_DBSCAN_round5_6",1088,719,919,1095,2877,2214,9168,7930,14199,7949,16356,14831,5711,3434,5058,3901,31063,34366,3515,1885,5663,20050,11048,5962,3481,2142,13852,12914,6688,4164,7926,7205,17465,25862,8234,895,594,5397,723,1603,2082,2139,1105,663,11678,8629,52449,8101,64169,13773,25292,4990,12201,20865,13789,10316,18017,2235,5366,3351,3914,1567,3564,1688,4833,1839,18643,1805,7578,6616,3598,3494,40076,2145,3868,5506,15683,18944,1031,6947,6993,7764,4107,11274,9523,154026,17061,18574,2383,39726,21612,8983,3060,6330,5847,5907,5998,3895,8419,15777,4441,5325,3859,7081,7853,12427,10115,4380,6804,8352,6834,671,4339,1955,1471,1700,1521,7175,19686,8750,4924,5870,5867,11662,3144,10861,83250,57913,33327,20180,63844,27029,22480,11992,29626,28559,13239,51599,47824,27759,95150,41723,2531,646,844,753,770,191,6516,1653,915,2789,1303,1546,25901,22383,15441,11878,10353,6935,14496,12828,29062,7665,34890,13036,15764,17503,16900,14588,22049,18987,16624,20146,25005,19285,8646,6425,7768,6576,10381,3245,3394,1687,2346,1895,43054,78709,21035,3510,2474,3901,5202,3529,3939,5503,18631,30199,15474,7669,40920,26453,22786,19139,91229,60961,29173,17825,21507,11496,13362,8952,49186,12719,33440,21223,17655
"pH10_7_C_cluster_DBSCAN_round7_1",263,260,702,290,716,479,2790,2240,3060,1933,3409,4031,1441,1124,1246,1269,11449,18165,2524,231,3593,9387,4067,1813,2177,927,7296,6343,3403,1952,4849,3599,12117,12425,4608,596,511,3787,233,588,378,1461,515,302,3804,2291,5806,1935,15519,1831,1969,945,2222,1358,788,2513,695,427,398,595,1393,781,824,917,367,996,5603,1029,2817,4887,288,3224,13428,2891,6132,713,11811,8632,238,580,431,727,341,583,451,7870,2151,2061,203,16771,15034,2736,1351,233,2321,4290,3927,1563,6559,3320,1754,2986,2002,2291,3430,5343,5282,2033,2677,3555,1626,114,808,697,284,400,277,2899,9195,2497,3210,2471,2097,3304,905,1736,33738,43629,10990,5285,20023,7653,10690,14449,15616,6813,3878,24271,22108,15277,21017,18000,1161,236,224,311,179,52,2094,606,250,924,280,417,9350,7647,3196,4096,2209,2785,5458,2734,13235,2045,14761,6137,5658,8513,4371,5856,13373,9221,7180,8345,8298,5988,7182,3083,5582,4642,6359,1946,1146,420,369,440,14536,24494,6308,1213,994,1150,821,549,808,958,8215,10067,4095,1670,15994,10289,12011,6642,37975,23736,23876,14877,13926,4587,4262,3634,26416,13431,37995,10165,10133
"pH10_7_C_cluster_DBSCAN_round7_4",1235,930,1621,1138,2360,2491,5967,4751,7882,5290,9393,12899,4541,3637,2684,3959,28571,29420,4596,2855,9160,18829,10469,9599,9347,4176,17710,22213,12278,8190,10528,16299,31349,50306,17724,1611,1164,10600,950,2027,1376,4306,1705,873,6619,4563,21864,3695,41622,7354,8501,2223,3592,5081,3631,4915,5062,1895,1902,3911,3177,4875,3685,4309,1757,3333,10188,3349,5235,10230,1486,5080,29979,4087,6752,2567,21968,14381,959,1814,2215,2633,1195,3194,2392,46512,5683,5624,1052,19364,19325,4357,1899,1868,2792,5328,5042,3311,7768,4230,2641,3391,2253,3846,4314,4757,5334,1901,2803,3109,1504,96,3320,3488,2393,3663,2007,6372,14228,11572,7640,12291,5434,9051,3807,5358,72210,43731,26747,12573,83332,20078,18290,8875,15713,19092,3912,17266,22972,11758,56378,14541,3731,2151,2456,1173,950,243,5211,2799,1373,3259,3696,2531,28117,30142,9741,10170,9580,7948,18203,11067,43351,9435,35661,21277,23775,28754,26044,24461,33483,28928,26005,32574,35238,23355,12204,11652,18589,10237,15604,6557,8797,4692,3492,3252,29391,49842,12742,6279,6358,6190,3808,3184,2167,4866,39501,42422,38171,14498,48793,27749,36265,34542,171346,78041,54904,31694,30544,21369,23814,11354,54248,24807,73466,36144,31236
"pH10_7_E_cluster_DBSCAN_round3_20",1053,627,1036,973,2222,1771,8575,7003,11692,5999,11880,11771,5385,3206,4387,3273,30508,27055,3356,1214,5492,21499,5981,3920,3867,2248,9971,11694,5948,3114,5682,8202,14646,32199,6811,835,511,4772,810,1714,2145,2453,1098,655,10446,7091,35150,5829,51510,5448,19154,3786,9613,7903,13133,9561,11699,991,3593,2212,3115,1467,3066,1369,3086,1626,8135,1766,6786,7291,2110,4176,17167,2262,3323,4258,11615,4650,1046,1271,3319,3845,1266,5985,6632,117313,13062,17201,1538,22178,19627,6367,2701,4987,4832,7605,6364,3496,9521,6314,4578,5053,3819,5177,6234,8077,10363,4217,5436,7994,4523,165,4104,2452,1704,2450,1599,6313,10707,11598,5186,7713,5973,5185,3339,2841,66203,40502,17522,7274,45260,12419,10936,5314,12673,9551,2357,11560,15621,7385,25345,9775,2492,582,563,559,521,118,4321,2406,1073,2395,1088,1194,20763,16123,7565,7667,6298,5278,6827,5718,39770,4172,22839,7629,9139,14246,13426,11398,14830,11877,9778,12339,16382,10615,3638,4064,4765,3039,4039,3694,2800,1100,2113,1289,34316,42813,10448,6691,2781,3124,3161,3234,2732,2693,13350,14366,16521,4001,27521,12687,16086,13021,118537,42849,22699,10276,10114,6636,8164,3363,22747,6927,25025,8981,8425
"pH10_7_F_cluster_DBSCAN_round4_20",1560,1647,1545,1818,2143,2312,3912,4286,5521,4445,9658,3487,3577,3263,3392,2780,11653,6874,2731,883,2715,3531,3166,2016,2384,1704,4668,2431,2999,732,2823,4446,6645,6650,4241,199,162,1116,934,2919,1447,4159,2212,1334,8208,6042,8837,7584,12286,13549,4113,3162,5340,3069,2086,1560,2092,1297,1186,2044,2547,4576,1473,2623,1277,2066,1601,2312,1879,6944,1488,1809,3346,1363,2720,1036,2235,931,1325,3091,2343,3154,1921,2569,1630,16550,4068,4508,1260,8490,9708,4078,2302,1415,1801,4678,6326,2127,6565,2502,2423,2883,2665,2695,3362,3176,4342,1890,2341,2845,867,46,1972,857,522,798,602,2049,6177,2896,1617,1688,1451,1742,1875,1803,23289,22888,8001,3864,18612,7740,2665,1411,3038,1745,814,6091,5256,3747,3349,4778,1946,1104,1278,1303,830,333,2166,1717,556,1477,845,1244,4433,9833,3164,3525,2820,2732,3382,1864,7787,1623,6025,2574,1739,3504,2329,3576,4002,3769,1791,3738,3594,2856,1070,440,1097,632,1697,1962,1180,2291,2087,3222,7904,18491,5000,1464,1386,1887,943,1484,478,1795,4147,3178,3166,1991,8179,7339,3198,4790,31184,16058,3105,4014,1836,1565,1243,699,8540,2914,4677,3530,3883
"pH10_7_F_cluster_DBSCAN_round5_0",5094,5324,2803,12388,19412,42483,7364,5929,13882,12131,563219,79807,13060,12596,5150,22907,520923,184897,245081,7560,560308,269705,392143,138964,186790,20270,283760,127273,282962,88635,137442,105858,322632,148706,202265,28318,24728,146202,3791,5788,3894,9075,5606,2517,6476,9707,20617,7684,91097,129462,8795,3699,5176,8148,77506,223406,6613,7379,6012,27145,76209,114035,30221,53921,3728,63035,86522,111146,73185,119106,5131,60865,92502,48222,93587,32680,42179,87341,3941,3794,9789,15017,3632,23224,20687,160529,70051,39832,7510,101729,75634,285506,129684,27183,241879,173079,233062,120732,215342,298710,190760,154884,169945,143167,341144,250613,298398,167891,129828,252815,173567,17256,70277,57501,52581,47615,116067,114666,613405,155158,100504,124450,104617,808016,641012,736414,178088,168947,324595,583213,576898,767405,44156,29592,89954,194050,134738,150248,100005,72743,126090,127631,10060,14757,27604,6134,9705,2683,284628,289366,118387,182493,43013,247462,323056,612617,561305,445292,527186,754044,422058,382297,566520,319826,199942,280023,176718,373370,266520,249836,196107,215544,111116,217535,202117,169100,68987,59520,72587,80241,110456,236252,200349,55257,44760,60340,347855,661340,708362,90988,73802,258975,421899,569813,394259,930007,488524,180290,557707,361419,222055,249403,112880,510542,470203,649655,57077,105511,108635,250493,123137,146231,156156,142371,148877,152534,238495
"pH6_1_A_cluster_DBSCAN_round1_4",33007,48465,20646,50672,58157,26156,94828,85832,89043,86853,52766,52356,75021,46896,38897,41826,77137,82078,23428,10091,16291,22476,21077,15147,16239,33605,25028,27106,19408,16030,19280,23160,49832,85334,41444,2018,1766,20387,13235,45290,19701,57823,67891,20660,90295,73036,73597,67571,428322,182481,51823,35393,34433,33183,35884,18902,9526,18736,26384,42419,25785,36029,20237,24269,9808,18997,65545,14873,25867,21313,47880,11544,125051,20108,20412,6907,57324,16219,18643,32414,37210,47978,18824,44410,27542,247764,88822,115462,26980,974297,258569,22343,8635,24056,10738,31931,14729,11308,23875,52995,5318,13671,6627,12115,9262,116264,28252,4643,7083,8499,3943,92,53705,72631,35912,76708,34341,56839,65859,79435,46950,69740,46425,52873,38150,35661,275027,175930,74701,39350,165789,68723,88832,43709,74143,73828,17396,63498,84277,52569,158105,91406,46368,18405,25497,23500,22779,5849,10430,6554,6076,27137,36052,17502,33736,55205,13178,14841,12546,10765,16222,17965,32441,10255,59923,18806,18993,24434,31921,18712,56067,27285,23610,29259,43980,25663,8635,8636,18625,10108,19599,22981,24868,56268,188805,65599,40304,69813,31494,25295,49802,32285,4427,4626,3343,5305,26961,59568,26357,12029,73590,44052,45181,22346,157311,53376,54129,26056,38557,11822,21254,8658,77482,24392,104903,34380,19682
"pH6_1_D_cluster_DBSCAN_round2_7",418720,279316,248048,925177,719194,449246,1056627,909540,883302,1591037,434380,2323241,934472,728565,786160,978856,534560,420085,418517,705191,469490,199503,428251,357781,322469,644629,258361,95403,299519,235457,196929,403128,545091,323548,491686,24577,36734,450702,353628,1001693,490484,1344005,414198,257445,988322,944210,730616,1357343,1038432,1082192,819880,859042,602820,1093418,1059277,662860,353922,403602,284321,664332,359288,533553,358953,441013,264703,232715,180281,346924,503081,332762,909875,310292,265130,429320,236767,437185,217856,218974,84351,151823,207987,269345,218608,481193,145567,1529831,483831,415058,237130,21642,24904,239468,180673,376717,116609,134647,337424,232763,115706,34254,68590,37987,71429,165902,80938,21987,77955,62881,130943,77358,22856,1949,135195,176557,89067,224580,51377,468314,147538,192134,341720,323011,227552,249713,127213,119043,66898,109679,93548,84241,69270,95057,38733,41203,72453,69067,56625,89575,68891,77575,162429,121361,425750,176906,274133,338624,343076,63579,65438,82326,57883,195461,251124,246689,126489,221953,151866,253651,246828,161940,176704,260230,135828,172676,102326,131575,120291,171183,134416,134319,80390,117571,142963,124086,114406,131153,57175,40573,120954,82607,212276,62545,88416,683636,460470,537984,114449,144781,283472,281709,294408,314073,272752,414087,246812,214057,156223,142318,148345,195346,94018,201052,144908,134130,124883,170167,62284,185851,159150,111734,80362,146729,164170,93557,120779,185034,102564
