"variable","G05_1_E_cluster_DBSCAN_round3_4","G05_2_B_cluster_DBSCAN_round2_17","G05_2_C_cluster_DBSCAN_round3_1","G05_3_E_cluster_DBSCAN_round7_3","G05_5_C_cluster_DBSCAN_round2_2","G05_6_E_cluster_DBSCAN_round5_10","G05_6_E_cluster_DBSCAN_round6_6","G05_6_E_cluster_DBSCAN_round7_6","G05_7_A_cluster_DBSCAN_round8_2","G05_7_C_cluster_DBSCAN_round4_18","G10_2_C_cluster_DBSCAN_round1_10","G10_3_A_cluster_DBSCAN_round5_0","G10_3_D_cluster_DBSCAN_round210_2","G10_6_B_cluster_DBSCAN_round179_0","G10_6_E_cluster_DBSCAN_round5_1","G10_7_A_cluster_DBSCAN_round160_0","G10_7_C_cluster_DBSCAN_round1_6","G10_7_C_cluster_DBSCAN_round7_14","G10_7_C_cluster_DBSCAN_round7_2","G10_7_E_cluster_DBSCAN_round81_0","MES_1_D_cluster_DBSCAN_round2_17","MES_1_E_cluster_DBSCAN_round6_3","MES_2_C_cluster_DBSCAN_round3_1","MES_5_C_cluster_DBSCAN_round8_4","MES_7_C_cluster_DBSCAN_round4_2","MES_7_D_cluster_DBSCAN_round362_17","MES_7_E_cluster_DBSCAN_round2_10","pH10_1_E_cluster_DBSCAN_round1_4","pH10_1_E_cluster_DBSCAN_round2_19","pH10_1_E_cluster_DBSCAN_round2_2","pH10_2_A_cluster_DBSCAN_round2_4","pH10_2_A_cluster_DBSCAN_round6_5","pH10_4_D_cluster_DBSCAN_round1_1","pH10_6_A_cluster_DBSCAN_round525_32","pH10_6_C_cluster_DBSCAN_round2_10","pH10_6_E_cluster_DBSCAN_round5_14","pH10_7_A_cluster_DBSCAN_round2_25","pH10_7_B_cluster_DBSCAN_round161_0","pH10_7_C_cluster_DBSCAN_round5_6","pH10_7_C_cluster_DBSCAN_round7_1","pH10_7_C_cluster_DBSCAN_round7_4","pH10_7_E_cluster_DBSCAN_round3_20","pH10_7_F_cluster_DBSCAN_round4_20","pH10_7_F_cluster_DBSCAN_round5_0","pH6_1_A_cluster_DBSCAN_round1_4","pH6_1_D_cluster_DBSCAN_round2_7","pH6_2_E_cluster_DBSCAN_round5_7","pH6_4_F_cluster_DBSCAN_round203_0","pH6_6_D_cluster_DBSCAN_round9_1","pH8_2_E_cluster_DBSCAN_round1_4","pH8_6_D_cluster_DBSCAN_round6_12","pH8_7_C_cluster_DBSCAN_round6_1","pH8_7_D_cluster_DBSCAN_round9_5","pH8_7_F_cluster_DBSCAN_round202_0"
"pH8_2_A",4813,497025,976338,187284,13861,11349,36689,36458,5179,5080,3208,109131,34025,124068,33994,24249,280759,5148,12472,212865,11850,3922,14204,103677,31700,239110,11513,1811234,158836,79286,207598,64602,59127,3920,11169,78004,4421,5869,8681,4131,9198,10116,2963,82391,19239,4367,172710,10941,2495040,326748,2147,3977,36496,4059
"pH8_2_B",6957,768498,1341413,164746,18546,16684,30980,43796,5363,8523,5936,101166,50321,202199,51767,10215,259489,7643,15725,292544,21845,4496,17078,307740,31033,284445,21495,5083211,348319,167674,497835,155648,107905,6969,12057,189837,4179,14721,20759,10070,18037,16555,8010,175560,17891,6950,180140,23260,5850773,563470,1757,11544,87850,10302
"pH8_2_C",8242,1096216,1881457,153566,19309,12144,48592,40952,6457,7024,6605,110414,40877,130881,42224,11728,381245,5520,10286,173933,10597,6408,17861,185415,32064,161370,17608,2894495,245333,129920,287185,101292,60155,5017,18369,79764,3616,9699,12543,6377,15281,14063,6491,146430,19777,7916,174525,16439,3522701,1409774,3145,5630,75021,5727
"pH8_2_D",8471,56011,1100710,232493,31314,2756,5603,29930,1805,7163,19265,119572,84906,307973,11077,6656,49382,2785,5603,399944,8842,10421,17779,171682,37297,330964,5135,2452988,66217,38411,60918,18807,27808,1814,39739,107507,1447,3214,2245,1832,7082,3437,1119,16401,19904,9271,409512,40478,435381,2760175,5019,1360,26070,1817
"pH8_2_E",17045,342305,3748417,525861,83032,7344,10894,86257,2863,15074,31556,268218,68423,351509,17333,7239,273390,4043,7621,720592,10353,17430,20535,18061,85593,314240,5779,710715,90611,23566,38557,52609,24741,2765,63713,150932,2713,3164,3731,1960,13676,6258,1353,25810,74538,12747,749828,44833,340378,1806191,14209,2001,54889,2035
"pH8_2_F",8945,132045,1282513,244814,24581,2829,5408,40288,2218,8887,14122,151477,98731,375996,12842,7257,85807,3733,7876,548324,12243,8412,22700,221926,49378,485794,6655,3052620,85176,46977,70133,29693,44957,1964,36838,103891,2178,4012,2961,2305,8797,4437,1445,34621,25030,6743,371694,45213,715466,2549100,4148,1772,33936,2316
"pH8_3_A",9411,800035,1392421,189723,17616,22535,92200,53500,15997,10786,5860,124612,53859,180780,65979,41090,545255,5893,17457,311575,24401,6351,20539,119941,37147,304800,15320,946832,156254,114319,583455,94201,84942,5703,18903,123269,6403,15992,13892,7410,16056,17329,5680,139802,19426,4436,206434,18581,2608099,1454470,2981,7209,79554,7527
"pH8_3_B",7533,491528,1070142,257697,21367,30042,29226,59625,6368,10320,9501,196436,71664,268581,45310,18655,307690,9172,28278,460586,32238,7448,34994,143716,63900,417001,15826,193121,266812,120058,444726,147893,104654,9795,24080,278142,7166,12702,18915,8976,23644,14792,5239,106893,31580,7331,282451,28661,3809637,722303,2725,12292,66705,10915
"pH8_3_C",7165,504760,1184205,219592,16578,15497,72823,36387,6299,8330,6457,140912,50024,161534,45829,21019,435446,6648,12493,222765,22428,6623,21377,128300,42504,254762,16295,726673,249060,71075,365126,104972,77013,5741,18595,123484,4669,12011,15797,7952,19396,18838,4864,104698,23125,5511,257563,17240,3258345,632843,2664,10946,65205,8178
"pH8_3_D",8980,669962,1945815,274181,25191,23500,31906,44769,7349,12134,12112,167047,96349,293654,37274,14239,256257,7452,13457,359208,19176,8838,30901,150986,50101,392157,13403,1530181,219445,63544,486956,115353,61022,7286,30940,97587,5991,10380,8823,6249,18808,11883,5082,128672,32233,7025,393299,36171,2020938,1196918,3230,4582,55317,5737
"pH8_3_E",12669,1969099,2605839,324471,43281,34497,64020,91290,13665,13784,15089,215431,45225,203658,76292,17888,809001,7147,13432,353018,18951,11630,20972,35339,65365,181248,13200,313655,201622,118359,419168,116103,63614,7351,36286,105389,7970,12444,17988,6753,28166,26531,8861,293888,42382,7465,434596,28359,1837663,1640573,6581,6546,93548,7075
"pH8_3_F",6221,671691,1588422,183378,14078,13202,22153,25321,5369,8077,7296,95136,51166,169372,27330,9566,271282,4562,11239,176928,12341,6513,22350,109665,28783,183033,11039,1493090,150292,89110,400822,102148,44012,4042,23394,66057,3397,7985,7197,4528,13296,9069,4251,201075,18998,4223,257337,23200,1621068,1565226,2345,3296,47783,4486
"pH8_4_A",10793,1434743,2768928,412766,35167,38923,98158,145698,13779,11020,13600,238743,103215,325010,81674,98296,665961,9866,23775,489326,32065,12392,36634,151284,69838,634526,20811,38784,251416,160153,953527,134816,185093,8559,49209,212261,12094,25343,25948,13195,37129,28435,5746,168701,40479,10506,341095,29906,7108228,734964,6940,22803,74040,17189
"pH8_4_B",6798,932674,1713534,271913,18185,21143,43373,64007,7266,8175,8426,149538,82423,292383,58598,33955,301047,6682,17190,387178,38013,7505,30199,154897,46217,394190,11349,25906,173066,137829,790503,132491,110171,6095,32295,152738,6556,19150,18831,8445,26681,15799,4884,139285,19916,6354,256808,35305,4610725,707959,3414,12740,54114,10836
"pH8_4_C",9898,608135,1356978,315413,21564,26033,61339,82439,6238,8451,7024,225415,90136,318235,43248,22640,419566,7154,14590,506676,21383,7719,24388,97599,69684,549058,10679,52656,170358,87069,390248,87999,102541,8183,25844,212004,6812,21011,18267,9080,31229,20756,5181,98750,36664,8434,328278,31471,3077545,297297,3358,18760,73147,11183
"pH8_4_D",5306,1022077,1774891,176299,14898,17821,57095,44437,8025,7633,6646,69655,66549,222944,60804,26602,320768,5366,10135,265469,16124,5519,16883,131426,20358,286269,14198,1022789,215400,87254,596077,101917,102491,5300,21800,59814,5224,16673,15375,8033,21735,17511,7431,196268,13325,5045,224343,27524,2643736,1354027,2592,7477,60869,8676
"pH8_4_E",9628,1876036,2785670,366758,46511,45964,105169,145582,26015,14111,14041,189816,66905,314932,109099,46104,911562,8164,13062,469443,40038,11630,19270,40632,56414,295369,15060,237750,244047,118503,424596,137518,118696,6810,45801,99520,8442,18674,19668,10123,42577,37348,9355,278708,34906,6865,443242,43365,2731065,1106926,7924,18307,81895,12406
"pH8_4_F",18336,1401191,2336815,495512,41885,44080,62767,101188,11895,18315,21050,215080,137222,395959,63379,59391,437113,11219,27626,576127,39106,17995,46237,163785,64006,595968,17654,1328324,248943,126112,651589,137952,129192,10650,72985,184328,11603,19212,19956,9733,28044,21185,11660,332106,37394,12352,685567,44586,3581463,1865771,7234,8650,76851,10648
"pH8_5_A",6913,869631,1798284,462982,27744,53032,61708,110824,10521,10515,16559,210296,87547,275806,44040,54593,517172,7708,22291,401173,30379,11395,33094,86164,61571,498518,11834,9709,134520,116212,874492,88047,129061,7820,54473,194583,9938,21973,21530,10042,30579,21649,6220,106359,40650,7081,445775,26751,3867467,408583,5991,17927,59726,13589
"pH8_5_B",13237,1206371,2285604,491430,38436,46563,55651,83703,11815,16681,20441,291727,117837,349774,51592,42074,481364,11504,31483,509656,44517,16622,60310,158716,89250,470677,12370,21836,171146,215092,1470639,139616,160563,12690,65841,253746,10281,33872,32323,13033,34494,22407,8875,189280,42038,11321,623423,42128,4719409,1290324,6535,23477,77619,17417
"pH8_5_C",12269,795896,1921526,700014,37203,62579,78841,124242,7996,14974,18898,431601,162381,511900,54458,31246,643880,10244,22275,762908,40039,15212,46056,109857,130177,808819,13031,21958,189521,127460,770710,106597,165273,17089,68569,389022,10545,38253,30443,14271,50014,36379,7593,130241,64079,10603,692261,54464,3275809,504424,7003,29396,94865,18367
"pH8_5_D",13943,1526412,3277553,480892,40213,46669,94744,88246,12311,17338,22252,225829,116147,359875,91603,49211,582681,10885,25690,464066,38096,16497,45037,184716,69028,470299,17071,74636,264831,136639,1176331,171554,207982,11971,58766,182491,10681,39700,29573,15579,53314,31245,13372,291562,38933,12194,652831,44667,4912580,1247656,6155,26106,108692,18695
"pH8_5_E",19614,1792958,2632208,645007,66583,80183,127144,195855,35675,22736,20315,366978,87261,369694,78872,60364,1025593,12158,23217,721700,49919,18214,33617,36098,110098,384146,14321,22196,218354,131353,700704,132392,147315,14906,61169,212072,13633,29003,28265,13729,60629,45814,12730,358844,62091,9793,760869,47938,2650537,1052855,9274,41134,129680,17413
"pH8_5_F",10793,1004194,2551248,431059,28103,37086,72128,58991,8504,16982,15543,188809,94292,281287,56148,49819,619332,9662,23148,322729,35955,13931,44200,148125,57721,333812,18142,68261,263903,155253,1164485,181026,142433,8561,48864,159207,8342,31174,30149,14604,43958,27679,10442,340853,30844,8300,545404,36119,3607783,1656202,5295,27702,98300,18519
"pH8_6_A",12096,641831,2129877,790388,40746,56598,62889,184027,6362,10769,21572,368212,111726,355355,53677,40676,545299,8952,20138,581228,38548,17209,41693,63176,113966,669291,11113,8419,92533,141334,720244,95082,153424,10797,82809,468642,10825,34433,25463,14263,43975,30305,6483,79534,59612,11019,643904,33936,3537996,270999,8245,33126,60960,21376
"pH8_6_B",12654,771871,1659693,517767,33929,51151,37325,107390,7134,14478,22373,277098,130117,363346,36516,37159,365874,10089,28077,628666,41041,17854,51520,94700,84454,569717,6382,7261,87157,135706,952210,76700,136578,14626,92648,295629,10390,35134,22526,12603,31591,18036,8812,120194,39581,10169,620324,39313,2234720,714977,8332,18780,70280,17607
"pH8_6_C",11780,724277,1770164,475911,28146,38725,69046,80052,5515,11328,15160,276248,105648,288245,31511,24239,543312,6723,14541,403170,23747,13378,35514,86010,82067,416998,8916,16542,116017,148488,860651,81480,113491,10140,56555,251605,6531,38564,28088,12906,40415,29810,6677,129033,38838,11519,475293,33015,1943560,453491,5832,31564,83268,16246
"pH8_6_D",9148,742524,1870387,560669,29424,49139,57080,87977,6460,13830,21565,182214,111499,337832,44485,42643,387537,8306,20910,449589,33512,14392,37782,96065,55302,492572,8654,9530,121642,97326,836761,85165,124846,11563,64948,178722,9436,30175,23992,11144,43511,26361,10818,191830,33572,9113,754198,39042,2548321,496169,6596,24753,68374,15090
"pH8_6_E",19830,1909449,3001619,867742,72171,91947,142357,286545,14930,23212,24839,380722,88739,383335,57425,60000,1015329,11832,23595,717593,52136,20535,36979,32620,116853,447404,10967,7452,170178,149459,850536,135008,131178,17684,73789,269706,14274,41511,34511,16098,73909,54390,14371,348124,75544,11666,912429,48759,2473422,628701,11047,61088,131960,20486
"pH8_6_F",12147,876973,2272335,660669,36839,53272,68591,116363,8494,16594,20101,224197,125843,358639,54240,42189,561275,10423,27703,516421,42816,17357,52207,131877,69474,529540,11196,9923,155435,132121,954530,128275,149017,11895,84905,241972,11235,36158,30320,14050,51554,28796,11040,275120,38645,9739,843071,41859,3572873,773889,7812,29205,87748,18662
"pH8_7_A",25686,1298158,3149523,1018952,64880,127905,137275,161969,13010,35480,42755,638154,143328,446577,56445,80087,1017163,15524,47074,695307,67808,31483,81569,81429,199277,653019,11579,7314,93368,377448,2796941,116665,187169,28259,116120,565839,17469,84630,53262,31258,64053,60211,15410,225709,93576,19659,1291246,50197,2477060,384714,13014,70258,152456,42033
"pH8_7_B",21754,1051761,2826175,1020428,57881,86084,70729,167571,10437,28314,39538,550444,164888,500306,59651,58137,528089,17042,46825,808333,103403,28533,99535,108681,174152,743661,6734,7025,62010,204813,2491412,114475,223076,24555,131703,487409,18900,99662,39521,27179,54786,34674,18693,154186,72686,15991,1342455,55915,2219897,377613,12239,50950,99629,38336
"pH8_7_C",43130,1932899,4364330,1503550,98222,103415,194797,248254,12608,29524,45659,997494,203408,646054,101820,62571,1205369,19554,31189,1045199,89995,38244,107098,149439,316786,1054195,17895,33140,140349,423716,2488864,183358,462689,31901,138734,806002,20408,138589,72208,42266,123343,90556,15433,241126,149749,35719,1533711,68143,2651268,330604,16059,93802,231892,57144
"pH8_7_D",28387,1600226,3860672,1094367,84825,92509,104936,120117,11915,32402,59099,537863,169909,474272,61084,55420,797853,18411,41627,664256,67474,42597,97864,138504,167805,633286,11317,17953,150016,227153,1749566,142602,246720,25347,136719,407001,15494,77070,54655,23956,83040,45160,16165,380117,93733,23116,1567061,57129,4025093,600977,14291,58904,155985,31202
"pH8_7_F",26765,1557353,3687692,1086558,73516,103885,102311,145328,13689,33190,52033,538054,179813,524732,78966,67896,871976,19236,49722,779394,89014,37710,100003,159047,168773,745456,12290,12269,147713,224556,1774094,160944,297111,22212,148087,407018,18555,89904,51502,26017,85578,50879,24924,423191,84032,19856,1655171,60789,4122213,719488,14454,52605,151043,35290
